year,title,performer,weeks_on_chart
1996,Just A Girl,No Doubt,26
1996,Loungin,LL Cool J,26
1996,My Boo,Ghost Town DJ's,26
1996,Where Do You Go,No Mercy,26
1996,Change The World,Eric Clapton,24
1996,How Do U Want It/California Love,2Pac Featuring K-Ci And JoJo,24
1996,Name,Goo Goo Dolls,24
1996,Do You Miss Me,Jocelyn Enriquez,23
1996,You Learn/You Oughta Know,Alanis Morissette,23
1996,1979,The Smashing Pumpkins,22
1996,Kissin' You,Total,22
1996,One Sweet Day,Mariah Carey & Boyz II Men,22
1996,"The Earth, The Sun, The Rain",Color Me Badd,22
1996,"1, 2, 3, 4 (Sumpin' New)",Coolio,21
1996,Hook,Blues Traveler,21
1996,Macarena,Los Del Rio,21
1996,5 O'Clock,Nonchalant,20
1996,"A Thin Line Between Love & Hate (From ""A Thin Line..."")",H-Town,20
1996,Ain't No Nigga/Dead Presidents,Jay-Z Featuring Foxxy Brown,20
1996,"All The Things (Your Man Won't Do) (From ""Don't Be A Menace..."")",Joe,20
1996,Anything,3T,20
1996,Blue,LeAnn Rimes,20
1996,Can't Get You Off My Mind,Lenny Kravitz,20
1996,Children,Robert Miles,20
1996,"Closer To Free (From ""Party Of Five"")",BoDeans,20
1996,"Count On Me (From ""Waiting To Exhale"")",Whitney Houston & CeCe Winans,20
1996,Cumbersome,Seven Mary Three,20
1996,Doin It,LL Cool J,20
1996,Don't Cry,Seal,20
1996,Down Low (Nobody Has To Know),R. Kelly Featuring Ronald Isley,20
1996,Elevators (Me & You),OutKast,20
1996,Feels So Good (Show Me Your Love),Lina Santiago,20
1996,Get Money,Junior M.A.F.I.A. Featuring The Notorious B.I.G.,20
1996,Glycerine,Bush,20
1996,"Guilty (From ""Seven"")",Gravity Kills,20
1996,Hay,Crucial Conflict,20
1996,I Can't Sleep Baby (If I),R. Kelly,20
1996,"I Like (From ""The Nutty Professor"")",Montell Jordan Featuring Slick Rick,20
1996,I Want To Come Over,Melissa Etheridge,20
1996,I Will Survive,Chantay Savage,20
1996,If I Ruled The World,Nas,20
1996,In The Meantime,Spacehog,20
1996,It's All Coming Back To Me Now,Celine Dion,20
1996,Jealousy,Natalie Merchant,20
1996,Jellyhead,Crush,20
1996,"Keep On, Keepin' On (From ""Sunset Park"")",MC Lyte Featuring Xscape,20
1996,Lady,D'Angelo,20
1996,"Machinehead (From ""Fear"")",Bush,20
1996,"Not Gon' Cry (From ""Waiting To Exhale"")",Mary J. Blige,20
1996,Old Man & Me (When I Get To Heaven),Hootie & The Blowfish,20
1996,Only Happy When It Rains,Garbage,20
1996,Po Pimp,Do Or Die (Featuring Twista),20
1996,Reach,Gloria Estefan,20
1996,Ready To Go,Republica,20
1996,Release Me,Angelina,20
1996,Stupid Girl,Garbage,20
1996,Tha Crossroads,Bone Thugs-N-Harmony,20
1996,That Girl,Maxi Priest Featuring Shaggy,20
1996,The Things That You Do,Gina Thompson,20
1996,"Theme From Mission: Impossible (From ""Mission: Impossible"")",Adam Clayton & Larry Mullen,20
1996,"Tonight, Tonight",The Smashing Pumpkins,20
1996,"Touch Me Tease Me (From ""The Nutty Professor"")",Case Featuring Foxxy Brown,20
1996,"Touch Myself (From ""Fled"")",T-Boz,20
1996,Tres Delinquentes,Delinquent Habits,20
1996,Tucker's Town,Hootie & The Blowfish,20
1996,Until It Sleeps,Metallica,20
1996,Use Your Heart,SWV,20
1996,Who Do U Love,Deborah Cox,20
1996,"Why Does It Hurt So Bad (From ""Waiting To Exhale"")",Whitney Houston,20
1996,Why I Love You So Much/Ain't Nobody,Monica,20
1996,Wonderwall,Oasis,20
1996,Woo-Hah!! Got You All In Check/Everything Remains Raw,Busta Rhymes,20
1996,You're The One,SWV,20
1996,Fastlove,George Michael,19
1996,Flood,Jars Of Clay,19
1996,Fu-Gee-La,Fugees,19
1996,"Last Night (From ""The Nutty Professor"")",Az Yet,19
1996,"Missing You (From ""Set It Off"")","Brandy, Tamia, Gladys Knight & Chaka Khan",19
1997,Foolish Games/You Were Meant For Me,Jewel,52
1997,Barely Breathing,Duncan Sheik,50
1997,The Freshmen,The Verve Pipe,42
1997,Return Of The Mack,Mark Morrison,40
1997,Hard To Say I'm Sorry,Az Yet Featuring Peter Cetera,34
1997,Da' Dip,Freak Nasty,33
1997,I Want You,Savage Garden,33
1997,"For You I Will (From ""Space Jam"")",Monica,32
1997,Un-Break My Heart,Toni Braxton,32
1997,"I Believe I Can Fly (From ""Space Jam"")",R. Kelly,31
1997,Bitch,Meredith Brooks,30
1997,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,29
1997,Can't Nobody Hold Me Down,Puff Daddy (Featuring Mase),28
1997,Cupid,112,28
1997,Do You Know (What It Takes),Robyn,28
1997,How Do I Live,LeAnn Rimes,28
1997,Don't Let Go (Love),En Vogue,27
1997,Quit Playing Games (With My Heart),Backstreet Boys,27
1997,Every Time I Close My Eyes,Babyface,26
1997,I Belong To You (Every Time I See Your Face),Rome,26
1997,Semi-Charmed Life,Third Eye Blind,26
1997,All For You,Sister Hazel,25
1997,Call Me,Le Click,25
1997,ESPN Presents The Jock Jam,Various Artists,25
1997,G.H.E.T.T.O.U.T.,Changing Faces,25
1997,In My Bed,Dru Hill,25
1997,Invisible Man,98 Degrees,25
1997,Ooh Aah... Just A Little Bit,Gina G,25
1997,Sunny Came Home,Shawn Colvin,25
1997,Naked Eye,Luscious Jackson,24
1997,Wannabe,Spice Girls,23
1997,6 Underground,Sneaker Pimps,22
1997,MMMBop,Hanson,22
1997,Mo Money Mo Problems,The Notorious B.I.G. Featuring Puff Daddy & Mase,22
1997,Nobody,Keith Sweat Featuring Athena Cage,22
1997,Not Tonight,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",21
1997,Say You'll Be There,Spice Girls,21
1997,Where Have All The Cowboys Gone?,Paula Cole,21
1997,2 Become 1,Spice Girls,20
1997,A Little Bit Of Ecstasy,Jocelyn Enriquez,20
1997,All By Myself,Celine Dion,20
1997,Alone,Bee Gees,20
1997,"C U When U Get There (From ""Nothing To Lose"")",Coolio Featuring 40 Thevz,20
1997,Can U Feel It,3rd Party,20
1997,Coco Jamboo,Mr. President,20
1997,Do You Like This,Rome,20
1997,Don't Stop Movin',Livin' Joy,20
1997,"Don't Wanna Be A Player (From ""Booty Call"")",Joe,20
1997,Everyday Is A Winding Road,Sheryl Crow,20
1997,Firestarter,The Prodigy,20
1997,For You,Kenny Lattimore,20
1997,Gangstas Make The World Go Round,Westside Connection,20
1997,Get It Together,702,20
1997,"Go The Distance (From ""Hercules"")",Michael Bolton,20
1997,Gotham City,R. Kelly,20
1997,Here's Your Sign (Get The Picture),Bill Engvall With Special Guest Travis Tritt,20
1997,Hypnotize,The Notorious B.I.G.,20
1997,I Love Me Some Him/I Don't Want To,Toni Braxton,20
1997,I Say A Little Prayer,Diana King,20
1997,I Wanna Be There,Blessid Union Of Souls,20
1997,I'll Be,Foxy Brown Featuring Jay-Z,20
1997,"It's Alright, It's Ok",Leah Andreone,20
1997,It's No Good,Depeche Mode,20
1997,It's Your Love,Tim McGraw With Faith Hill,20
1997,Just Another Day,John Mellencamp,20
1997,"Let It Go (From ""Set It Off"")",Ray J,20
1997,Let Me Clear My Throat,DJ Kool,20
1997,"Look Into My Eyes (From ""Batman & Robin"")",Bone Thugs-N-Harmony,20
1997,Never Make A Promise,Dru Hill,20
1997,One More Time,Real McCoy,20
1997,Silent All These Years,Tori Amos,20
1997,Someone,SWV (Featuring Puff Daddy),20
1997,Sweet Sexy Thing,Nu Flavor Featuring Roger,20
1997,That's Right,DJ Taz Featuring Raheem The Dream,20
1997,Thinking Of You,Tony Toni Tone,20
1997,To The Moon And Back,Savage Garden,20
1997,Until I Find You Again,Richard Marx,20
1997,Up Jumps Da Boogie,Magoo And Timbaland,20
1997,What's On Tonight,Montell Jordan,20
1997,When I Die,No Mercy,20
1997,You Bring Me Up,K-Ci & JoJo,20
1997,Your Woman,White Town,20
1997,Big Daddy,Hev-D,19
1997,Change The World,Eric Clapton,19
1997,Come On,Billy Lawrence Featuring MC Lyte,19
1997,Free,Ultra Nate,19
1997,Havana,Kenny G,19
1997,Have A Little Mercy,4.0,19
1997,"I Believe In You And Me (From ""The Preacher's Wife"")",Whitney Houston,19
1997,I Can Love You,Mary J. Blige,19
1997,I Shot The Sheriff,Warren G,19
1997,Insomnia,Faithless,19
1997,My Baby Daddy,B-Rock & The Bizz,19
1997,No Diggity,BLACKstreet (Featuring Dr. Dre),19
1997,On & On,Erykah Badu,19
1997,Smile,Scarface Featuring 2Pac & Johnny P,19
1997,You Make Me Wanna...,Usher,19
1997,All Cried Out,Allure Featuring 112,18
1997,Around The World,Daft Punk,18
1997,Backyard Boogie,Mack 10,18
1998,How's It Going To Be,Third Eye Blind,48
1998,Truly Madly Deeply,Savage Garden,48
1998,I Don't Want To Wait,Paula Cole,47
1998,Too Close,Next,46
1998,Together Again,Janet,44
1998,You're Still The One,Shania Twain,42
1998,How Do I Live,LeAnn Rimes,41
1998,This Kiss,Faith Hill,41
1998,All My Life,K-Ci & JoJo,36
1998,Gettin' Jiggy Wit It,Will Smith,32
1998,Say It,Voices Of Theory,31
1998,They Don't Know,Jon B,31
1998,Candle In The Wind 1997/Something About The Way You Look Tonight,Elton John,30
1998,"No, No, No",Destiny's Child,30
1998,Sex And Candy,Marcy Playground,28
1998,You Make Me Wanna...,Usher,28
1998,Adia,Sarah McLachlan,27
1998,Make Em' Say Uhh!,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",27
1998,The Boy Is Mine,Brandy & Monica,27
1998,When The Lights Go Out,Five,26
1998,Crush,Jennifer Paige,25
1998,Deja Vu [Uptown Baby],Lord Tariq & Peter Gunz,25
1998,I Want You Back,'N Sync,24
1998,I'm Alright,Jo Dee Messina,24
1998,Looking Through Your Eyes,LeAnn Rimes,24
1998,My Way,Usher,24
1998,What You Want,Mase Featuring Total,24
1998,Kiss The Rain,Billie Myers,23
1998,Make It Hot,"Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha",23
1998,Nice & Slow,Usher,23
1998,Still Not A Player,Big Punisher Featuring Joe,23
1998,Body Bumpin' Yippie-Yi-Yo,Public Announcement,22
1998,Everybody [Backstreet's Back],Backstreet Boys,22
1998,Ghetto Supastar (That Is What You Are),Pras Michel Feat. Ol' Dirty Bastard & Introducing Mya,21
1998,Let's Ride,Montell Jordan Feat. Master P & Silkk The Shocker,21
1998,Touch It,Monifah,21
1998,Ava Adore,The Smashing Pumpkins,20
1998,Bitter Sweet Symphony,The Verve,20
1998,Burn,Militia,20
1998,Can't We Try,Rockell [Duet With Collage],20
1998,Cheers 2 U,Playa,20
1998,Come With Me,Puff Daddy Featuring Jimmy Page,20
1998,Cruel Summer,Ace Of Base,20
1998,Friend Of Mine,Kelly Price,20
1998,Frozen,Madonna,20
1998,Get At Me Dog,DMX Featuring Sheek Of The Lox,20
1998,Gone Till November,Wyclef Jean,20
1998,Heaven's What I Feel,Gloria Estefan,20
1998,I Don't Ever Want To See You Again,Uncle Sam,20
1998,I Get Lonely,Janet Featuring BLACKstreet,20
1998,I Got The Hook Up!,Master P Featuring Sons Of Funk,20
1998,I Still Love You,Next,20
1998,Imagination,Tamia,20
1998,It's All About Me,Mya & Sisqo,20
1998,Landslide,Fleetwood Mac,20
1998,Love You Down,INOJ/LATHUN,20
1998,Money Ain't A Thang,JD Featuring Jay-Z,20
1998,"Money, Power & Respect",The Lox [Featuring DMX & Lil' Kim],20
1998,Movin' On,Mya Featuring Silkk The Shocker,20
1998,My All,Mariah Carey,20
1998,My Heart Will Go On,Celine Dion,20
1998,One Heart At A Time,Various Artists,20
1998,Ooh La La,Rod Stewart,20
1998,Raise The Roof,Luke Featuring No Good But So Good,20
1998,Ray Of Light,Madonna,20
1998,Recover Your Soul,Elton John,20
1998,Romeo And Juliet,Sylk-E. Fyne Featuring Chill,20
1998,Shorty (You Keep Playin' With My Mind),Imajin Featuring Keith Murray,20
1998,So Into You,Tamia,20
1998,The Arms Of The One Who Loves You,Xscape,20
1998,The City Is Mine,Jay-Z Featuring BLACKstreet,20
1998,The First Night,Monica,20
1998,The Mummers' Dance,Loreena McKennitt,20
1998,Too Much,Spice Girls,20
1998,Turn It Up [Remix]/Fire It Up,Busta Rhymes,20
1998,Victory,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,20
1998,Who Am I,Beenie Man,20
1998,Wishlist,Pearl Jam,20
1998,You Only Have To Say You Love Me,Hannah Jones,20
1998,You Won't Forget Me,La Bouche,20
1998,Cleopatra's Theme,Cleopatra,19
1998,Dangerous,Busta Rhymes,19
1998,Ding-A-Ling,Hi-Town DJs,19
1998,Do Your Thing,7 Mile,19
1998,I Just Want To Dance With You,George Strait,19
1998,Light In Your Eyes,Blessid Union Of Souls,19
1998,Lookin' At Me,Mase Featuring Puff Daddy,19
1998,Never Ever,All Saints,19
1998,Stop,Spice Girls,19
1998,Swing My Way,K.P. & Envyi,19
1998,The Party Continues,JD Featuring Da Brat,19
1998,Whatcha Gone Do?,Link,19
1998,26 Cents,The Wilkinsons,18
1998,A Rose Is Still A Rose,Aretha Franklin,18
1998,Are You Jimmy Ray?,Jimmy Ray,18
1998,Do For Love,2Pac Featuring Eric Williams,18
1998,I Know Where It's At,All Saints,18
1998,I'm From The Country,Tracy Byrd,18
1998,Intergalactic,Beastie Boys,18
1998,Nobody Does It Better,Nate Dogg Featuring Warren G,18
1999,Where My Girls At?,702,35
1999,Kiss Me,Sixpence None The Richer,32
1999,Every Morning,Sugar Ray,31
1999,I Want It That Way,Backstreet Boys,31
1999,Slide,Goo Goo Dolls,31
1999,What It's Like,Everlast,31
1999,All Star,Smash Mouth,30
1999,Believe,Cher,29
1999,Scar Tissue,Red Hot Chili Peppers,29
1999,Fly Away,Lenny Kravitz,28
1999,Man! I Feel Like A Woman!,Shania Twain,28
1999,No Scrubs,TLC,28
1999,She's So High,Tal Bachman,28
1999,That Don't Impress Me Much,Shania Twain,28
1999,Back 2 Good,matchbox 20,27
1999,Heartbreak Hotel,Whitney Houston Feat. Faith Evans & Kelly Price,27
1999,Unpretty,TLC,27
1999,...Baby One More Time,Britney Spears,26
1999,Angel Of Mine,Monica,26
1999,Someday,Sugar Ray,26
1999,Anywhere,112 Featuring Lil'z,25
1999,Back That Thang Up,Juvenile Featuring Mannie Fresh & Lil' Wayne,25
1999,Black Balloon,Goo Goo Dolls,25
1999,Fortunate,Maxwell,25
1999,Genie In A Bottle,Christina Aguilera,25
1999,If You Had My Love,Jennifer Lopez,25
1999,Sweet Lady,Tyrese,25
1999,Angel,Sarah McLachlan,24
1999,Can I Get A...,Jay-Z Featuring Amil (Of Major Coinz) & Ja,24
1999,Save Tonight,Eagle-Eye Cherry,24
1999,The Hardest Thing,98 Degrees,24
1999,Ex-Factor,Lauryn Hill,22
1999,Smooth,Santana Featuring Rob Thomas,22
1999,Spend My Life With You,Eric Benet Featuring Tamia,22
1999,All I Have To Give,Backstreet Boys,21
1999,Amazed,Lonestar,21
1999,American Woman,Lenny Kravitz,21
1999,How Forever Feels,Kenny Chesney,21
1999,Last Kiss,Pearl Jam,21
1999,808,Blaque,20
1999,A Night To Remember,Joe Diffie,20
1999,Almost Doesn't Count,Brandy,20
1999,Anyone Else,Collin Raye,20
1999,Bailamos,Enrique Iglesias,20
1999,Better Days (And The Bottom Drops Out),Citizen King,20
1999,"Bills, Bills, Bills",Destiny's Child,20
1999,Blue Monday,Orgy,20
1999,Give It To You,Jordan Knight,20
1999,God Must Have Spent A Little More Time On You,Alabama Featuring 'N Sync,20
1999,Happily Ever After,Case,20
1999,Heavy,Collective Soul,20
1999,Hey Leonardo (She Likes Me For Me),Blessid Union Of Souls,20
1999,Holla Holla,Ja Rule,20
1999,I Could Not Ask For More,Edwin McCain,20
1999,I Do (Cherish You),98 Degrees,20
1999,I Still Believe,Mariah Carey,20
1999,I Will Remember You (Live),Sarah McLachlan,20
1999,I'll Think Of A Reason Later,Lee Ann Womack,20
1999,If You (Lovin' Me),Silk,20
1999,It's Not Right But It's Okay,Whitney Houston,20
1999,Jigga My N****,JAY-Z,20
1999,Lesson In Leavin',Jo Dee Messina,20
1999,Little Good-Byes,SHeDAISY,20
1999,Livin' La Vida Loca,Ricky Martin,20
1999,My Own Worst Enemy,Lit,20
1999,Nann,Trick Daddy Featuring Trina,20
1999,Never Gonna Let You Go,Faith Evans,20
1999,One,Creed,20
1999,Out Of My Head,Fastball,20
1999,Please Remember Me,Tim McGraw,20
1999,Praise You,Fatboy Slim,20
1999,Sexual (Li Da Di),Amber,20
1999,She's All I Ever Had,Ricky Martin,20
1999,Single White Female,Chely Wright,20
1999,So Anxious,Ginuwine,20
1999,Something Like That,Tim McGraw,20
1999,Sometimes,Britney Spears,20
1999,Steal My Sunshine,Len,20
1999,Tell Me It's Real,K-Ci & JoJo,20
1999,Two Teardrops,Steve Wariner,20
1999,Vivrant Thing,Q-Tip,20
1999,We Like To Party!,Vengaboys,20
1999,What Ya Want,EVE & Nokio,20
1999,What's It Gonna Be?!,Busta Rhymes Featuring Janet,20
1999,What's My Age Again?,Blink-182,20
1999,Whatever You Say,Martina McBride,20
1999,Who Dat,JT Money Featuring Sole,20
1999,Wish You Were Here,Mark Wills,20
1999,Write This Down,George Strait,20
1999,You,Jesse Powell,20
1999,You Had Me From Hello,Kenny Chesney,20
1999,You Were Mine,Dixie Chicks,20
1999,You Won't Ever Be Lonely,Andy Griggs,20
1999,You'll Be In My Heart,Phil Collins,20
1999,All Night Long,Faith Evans Featuring Puff Daddy,19
1999,Beautiful Stranger,Madonna,19
1999,Faded Pictures,Case & Joe,19
1999,Get Gone,Ideal,19
1999,Lonely And Gone,Montgomery Gentry,19
1999,What's So Different,Ginuwine,19
2000,Breathe,Faith Hill,45
2000,I Wanna Know,Joe,44
2000,Everything You Want,Vertical Horizon,41
2000,Higher,Creed,41
2000,Kryptonite,3 Doors Down,39
2000,He Wasn't Man Enough,Toni Braxton,37
2000,Bent,matchbox twenty,36
2000,Smooth,Santana Featuring Rob Thomas,36
2000,The Way You Love Me,Faith Hill,35
2000,(Hot S**t) Country Grammar,Nelly,34
2000,Amazed,Lonestar,34
2000,With Arms Wide Open,Creed,34
2000,"Jumpin', Jumpin'",Destiny's Child,32
2000,There You Go,P!nk,32
2000,Try Again,Aaliyah,32
2000,You Sang To Me,Marc Anthony,32
2000,Back Here,BBMak,31
2000,Say My Name,Destiny's Child,31
2000,Thong Song,Sisqo,28
2000,Absolutely (Story Of A Girl),Nine Days,27
2000,I Try,Macy Gray,27
2000,Desert Rose,Sting Featuring Cheb Mami,26
2000,Incomplete,Sisqo,26
2000,Maria Maria,Santana Featuring The Product G&B,26
2000,No More,Ruff Endz,26
2000,Purest Of Pain (A Puro Dolor),Son By Four,26
2000,I Need You,LeAnn Rimes,25
2000,It's Gonna Be Me,'N Sync,25
2000,Doesn't Really Matter,Janet,24
2000,Faded,SoulDecision Featuring Thrust,24
2000,I Need To Know,Marc Anthony,24
2000,It Feels So Good,Sonique,24
2000,Let's Get Married,Jagged Edge,24
2000,Show Me The Meaning Of Being Lonely,Backstreet Boys,24
2000,Bye Bye Bye,'N Sync,23
2000,Dance With Me,Debelah Morgan,23
2000,I Knew I Loved You,Savage Garden,23
2000,Don't Think I'm Not,Kandi,22
2000,Get It On Tonite,Montell Jordan,22
2000,I Turn To You,Christina Aguilera,22
2000,Never Let You Go,Third Eye Blind,22
2000,Otherside,Red Hot Chili Peppers,22
2000,Come On Over Baby (All I Want Is You),Christina Aguilera,21
2000,Most Girls,P!nk,21
2000,Music,Madonna,21
2000,Party Up (Up In Here),DMX,21
2000,That's The Way It Is,Celine Dion,21
2000,Wifey,Next,21
2000,Wonderful,Everclear,21
2000,Back At One,Mark Wills,20
2000,Bag Lady,Erykah Badu,20
2000,Be With You,Enrique Iglesias,20
2000,Been There,Clint Black With Steve Wariner,20
2000,Best Of Intentions,Travis Tritt,20
2000,Better Off Alone,Alice Deejay,20
2000,Big Pimpin',Jay-Z Featuring UGK,20
2000,Broadway,Goo Goo Dolls,20
2000,Buy Me A Rose,Kenny Rogers With Alison Krauss & Billy Dean,20
2000,Carlene,Phil Vassar,20
2000,Case Of The Ex (Whatcha Gonna Do),Mya,20
2000,Change Your Mind,Sister Hazel,20
2000,Couldn't Last A Moment,Collin Raye,20
2000,Crash And Burn,Savage Garden,20
2000,Don't Call Me Baby,Madison Avenue,20
2000,Falls Apart,Sugar Ray,20
2000,Flowers On The Wall,Eric Heatherly,20
2000,Forgot About Dre,Dr. Dre Featuring Eminem,20
2000,From The Bottom Of My Broken Heart,Britney Spears,20
2000,Give Me Just One Night (Una Noche),98 Degrees,20
2000,How Do You Like Me Now?!,Toby Keith,20
2000,I Disappear,Metallica,20
2000,I Don't Wanna,Aaliyah,20
2000,I Hope You Dance,Lee Ann Womack,20
2000,I Like It,Sammie,20
2000,I Will...But,SHeDAISY,20
2000,I Wish,Carl Thomas,20
2000,I'll Be,Reba McEntire,20
2000,It Must Be Love,Alan Jackson,20
2000,It's My Life,Bon Jovi,20
2000,Just Be A Man About It,Toni Braxton,20
2000,Last Resort,Papa Roach,20
2000,Lessons Learned,Tracy Lawrence,20
2000,Love's The Only House,Martina McBride,20
2000,Only God Knows Why,Kid Rock,20
2000,Oops!...I Did It Again,Britney Spears,20
2000,Prayin' For Daylight,Rascal Flatts,20
2000,Separated,Avant,20
2000,Shackles (Praise You),Mary Mary,20
2000,Shake Ya Ass,Mystikal,20
2000,She's More,Andy Griggs,20
2000,Swear It Again,Westlife,20
2000,Taking You Home,Don Henley,20
2000,That's The Way,Jo Dee Messina,20
2000,The Best Day,George Strait,20
2000,The Chain Of Love,Clay Walker,20
2000,The Next Episode,Dr. Dre Featuring Snoop Dogg,20
2000,Unconditional,Clay Davidson,20
2000,What About Now,Lonestar,20
2000,What You Want,DMX Featuring Sisqo,20
2000,What'Chu Like,Da Brat Featuring Tyrese,20
2001,Hanging By A Moment,Lifehouse,47
2001,Drops Of Jupiter (Tell Me),Train,42
2001,Drive,Incubus,39
2001,Thank You,Dido,39
2001,It's Been Awhile,Staind,38
2001,Hit 'Em Up Style (Oops!),Blu Cantrell,34
2001,Follow Me,Uncle Kracker,33
2001,Let Me Blow Ya Mind,Eve Featuring Gwen Stefani,33
2001,I Do!!,Toya,31
2001,If You're Gone,matchbox twenty,31
2001,Fallin',Alicia Keys,29
2001,Peaches & Cream,112,29
2001,Ride Wit Me,Nelly Featuring City Spud,29
2001,Where The Party At,Jagged Edge With Nelly,29
2001,I Hope You Dance,Lee Ann Womack,28
2001,What Would You Do?,City High,28
2001,Angel,Shaggy Featuring Rayvon,27
2001,Fill Me In,Craig David,27
2001,South Side,Moby Featuring Gwen Stefani,27
2001,I'm Real,Jennifer Lopez Featuring Ja Rule,26
2001,Stutter,Joe Featuring Mystikal,26
